Pavadinimas,Iprastine kaina,Kaina su nuolaida
"Veido tonikas Ziaja Vitamin C.B3 Niacinamide, 120 ml","8,99€",
"Dieninis veido kremas Ziaja Vitamin C.B3 Niacinamide, 50 ml","8,99€",
"Naktinis veido kremas Ziaja Vitamin C.B3 Niacinamide, 50 ml","8,99€",
"Veido tonikas Ziaja Vitamin C.B3 Niacinamide, 190 ml","8,99€",
"VITADAY KORVALOLIS, 25 ml","4,98€",
"VITADAY ŠALTALANKIŲ ALIEJUS, 50 ml","7,48€",
"AVENE VITAMIN ACTIVE CG, skaistinamasis veido kremas, 50ml","52,99€",
"AVENE VITAMIN ACTIVE CG, skaistinamasis serumas, 30ml","45,99€",
"LIFEPLAN RELAXON, 5-HTP kompleksas, 60 tablečių","15,63€",
"LIFEPLAN EVENING PRIMROSE OIL, 1000 mg, nakvišų aliejus, 90 kapsulių","19,99€","15,99€"
"CURCUMIN 500, LIFEPLAN SUPER HERBS, kurkuminas, 60 kapsulių","22,22€",
"EQUA gertuvė MONSTERA 550 ml, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė MISMATCH 217 WHITE 750 ml, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė ACTIVE WHITE, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė ESPRIT FEATHER, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė ACTIVE PEACH, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė URBAN JUNGLE MAGNOLIA, stiklinė, 1 vnt.","23,00€",
"VITELLA ZN, kremas, 75 ml","12,69€",
"CALCIGRAN, 500 mg/200 TV, kramtomosios tabletės, N100 ","10,24€",
"DICLOVIT, kietosios kapsulės, N50 ","7,54€",
"ROYAL GREEN BONE FOOD, kompleksas kaulams, 60 tablečių","34,86€",
"ROYAL GREEN BIO MAGNIS, 60 kapsulių","27,59€",
"BUBI ekologiška GERTUVĖ, rožinė, susukama, 414 ml","19,95€",
"BUBI ekologiška GERTUVĖ, violetinė, susukama, 414 ml","19,95€",
"BUBI ekologiška GERTUVĖ, oranžinė, susukama, 414 ml","19,95€",
"DISPOBANO Šampūnas ir dušo želė, 1000 ml","7,99€",
"DISPOBANO Kūno pienelis, 1000ml","14,50€",
"KABRITA, ryžių košė su ožkos pienu vaikams nuo 4 mėn., 180 g.","10,88€",
"DISPOFOAM ONE KEMPINĖ PRAUSIMOSI ,1 vnt.","0,99€",
"GINKGO BILOBA 120 mg LIFEPLAN, ginkmedžių ekstraktas, 30 kapsulių","9,20€",
"EQUA išmanioji termo gertuvė SMART SNOW WHITE, nerūdijantis plienas, 1 vnt.","83,39€",
"EQUA termo gertuvė TERMO PINK BLUSH, nerūdijantis plienas, 1 vnt.","44,99€",
"EQUA gertuvė MISMATCH STONE, stiklas, 1 vnt.","25,00€",
"EQUA gertuvė OCEAN 600 ml, pastikinė, 1 vnt.","13,00€",
"LR wonder company tonizuojanti, stangrinanti veido kaukė, 15 ml","3,09€",
LR wonder company įdegį skatinantis aliejus 200 ml,"13,09€",
"HairBurst maisto papildas, guminukai plaukams, 60 guminukų","28,69€",
"BOMBUS RAW ENERGY batonėlis su marakuja ir kokosu, 50 g x 20 vnt.","27,99€",
"BOMBUS RAW ENERGY batonėlis su sūdyta karamele, 50 g x 20 vnt.","27,99€",
"MAGNEVIT šnypščiančios tabletės, N20","10,99€",
"LIFEPLAN MENOPAUSE COMPLETE, kompleksas moterims menopauzės laikotarpiui, 30 tablečių","14,99€","11,99€"
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.01,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.02,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.04,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.05,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.06,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.07,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.08,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.09,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.10,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.11,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.12,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.13,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.14,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.15,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.16,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.17,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.18,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.19,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.20,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.21,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.22,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.23,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.24,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.25,"13,99€",
MARTIS RESPECT ilgalaikiai plaukų dažai be amoniako Nr.27,"13,99€",
"MINETAN WONDER TAN savaiminio įdegio putos su hialurono rūgštimi, 200 ml","34,90€",
"Helen Seward Synebi plaukams blizgesio suteikianti kaukė 10in1, 150ml","16,99€",
"Helen Seward Synebi termo apsauginis purškiklis plaukams BIPHASE, 150ml","18,99€",
"Helen Seward Synebi maitinamasis aliejukas sausiems ir pažeistiems plaukams, 50ml","14,99€",
NOW Ekologiška Spirulina Milteliai 113g,"15,00€","12,00€"
"LR wonder company lūpų balzamas ,,medus"" 4,5 g","3,50€",
"URBAN FOOD milteliai AVIEČIŲ MILTELIAI, 100 g","17,10€",
"URBAN FOOD milteliai GERVUOGIŲ MILTELIAI, 100 g","9,99€",
"URBAN FOOD milteliai OBUOLIŲ MILTELIAI - EKOLOGIŠKI, 100 g","6,99€",
"URBAN FOOD milteliai ŠALTALANKIŲ MILTELIAI - EKOLOGIŠKI, 100 g","7,49€",
"URBAN FOOD milteliai AVIEČIŲ MILTELIAI STIKLAINĖLYJE, 80 g","17,10€",
"URBAN FOOD milteliai ŠALTALANKIŲ MILTELIAI STIKLAINĖLYJE, 80 g","8,49€",
"URBAN FOOD milteliai JUODŲJŲ SERBENTŲ MILTELIAI STIKLAINĖLYJE, 80 g","8,49€",
"URBAN FOOD milteliai JUODŲJŲ SERBENTŲ MILTELIAI - EKOLOGIŠKI, 100 g","7,49€",
"URBAN FOOD milteliai GARŠVOS LAPŲ MILTELIAI, 50 g","5,49€",
"URBAN FOOD milteliai GARŠVOS LAPŲ MILTELIAI - EKOLOGIŠKI, 50 g","6,99€",
"URBAN FOOD milteliai ŠALTMĖTĖS LAPŲ MILTELIAI, 50 g","5,49€",
"URBAN FOOD milteliai PIPIRMĖTĖS LAPŲ MILTELIAI, 50 g","5,49€",
"URBAN FOOD milteliai PIPIRMĖTĖS LAPŲ MILTELIAI - EKOLOGIŠKI, 50 g","6,99€",
"URBAN FOOD milteliai PETRAŽOLIŲ LAPŲ MILTELIAI - EKOLOGIŠKI, 50 g","6,99€",
"URBAN FOOD DŽIOVINTOS JUODŲJŲ SERBENTŲ UOGOS, 50 g","2,69€",
"URBAN FOOD DŽIOVINTOS GERVUOGIŲ UOGOS, 50 g","5,99€",
"EQUA gertuvė MISMATCH BLUEBERRY PIE, stiklas, 1 vnt.","25,00€",
"EQUA gertuvė MISMATCH CHOOSE YOURSELF, stiklas, 1 vnt.","25,00€",
"EQUA gertuvė MISMATCH SIENNA, stiklas, 1 vnt.","25,00€",
"EQUA gertuvė MISMATCH LILA, stiklas, 1 vnt.",,
"EQUA gertuvė MISMATCH SAGE, stiklas, 1 vnt.","25,00€",
"EQUA gertuvė MIDNIGHT 600 ml, pastikinė, 1 vnt.","11,99€",
"EQUA gertuvė OLIVE 600 ml, pastikinė, 1 vnt.","11,99€",
Natūralus augalinis argano aliejus 50ml.,"11,99€",
"Valomosios putos sausai veido odai, 150 ml","6,49€",
"YOPE natūralus drėkinantis skystas muilas su TGA formule, ""Imbieras ir Sandalmedis"", 500ml.","9,89€","8,41€"
"YOPE natūralus drėkinantis skystas muilas su TGA formule, ""Arbata ir mėta"", 500ml.","9,89€","8,41€"
"EARTH LINE Hydro E Dieninis ir naktinis drėkinantis kremas sausai ir dehidratuotai odai, 50ml","21,95€",
"EARTH LINE ACEQ10 Anti-Age 30+ Dieninis ir naktinis kremas, drėkinantis, maitinantis 50ml","23,95€",
"EARTH LINE White Tea Lift Intense Veido kaukė, drėkinanti, maitinanti, visų tipų odai, 100ml","22,95€",
"EARTH LINE Argan Repair Kūno losjonas, visų tipų odai, 200ml","19,95€",
"EARTH LINE Aloe Vera Rankų kremas, drėkinantis, apsaugantis, visų tipų odai, 100ml","12,95€",
"Mother-K ekologiški bambukiniai, vienkartiniai įklotai į liemenėlę (32 vnt.)","9,99€",
"Golden Rose Nude lūpų daž. Creamy Nr.01, 3.5g","5,59€","4,19€"
"Golden Rose Nude lūpų daž. Creamy Nr.03, 3.5g","5,59€","4,19€"
"Golden Rose Nude lūpų daž. Creamy Nr.04, 3.5g","5,59€","4,19€"
"Golden Rose Nude lūpų daž. Matte Nr.02, 4.2g","5,49€","4,12€"
"Golden Rose Nude lūpų daž. Matte Nr.03, 4.2g","5,49€","4,12€"
Lūpų balzamas Golden Rose SPF15 Nr.04 Strawberry,"2,99€","2,24€"
"Lūpų daž. Golden Rose Satin 4,2g Nr.03","4,59€","3,44€"
"Lūpų daž. Golden Rose Satin 4,2g Nr.04","4,59€","3,44€"
"Lūpų daž. Golden Rose Satin 4,2g Nr.08","4,59€","3,44€"
"Lūpų daž. Golden Rose Satin 4,2g Nr.12","4,59€","3,44€"
"Lūpų daž. Golden Rose Satin 4,2g Nr.14","4,59€","3,44€"
"Lūpų daž. Golden Rose Satin 4,2g Nr.20","4,59€","3,44€"
"Lūpų daž. Golden Rose Satin 4,2g Nr.24","3,99€","2,99€"
"Lūpų daž. Golden Rose Satin 4,2g Nr.25","4,59€","3,44€"
Nagų priež. Golden Rose 11ml Nr.02 4in1,"4,49€",
SEA LINE Dead Sea Treatment Mineralinis dieninis ir naktinis kremas 75ml,"19,00€",
SEA LINE Dead Sea Treatment Mineralinis kūno sviestas 225ml,"23,99€",
SEA LINE Dead Sea Treatment Mineralinis kūno sviestas 50ml,"10,99€",
SMARTSLEEP® RELAX & SLEEP (30 KAPSULIŲ),"19,99€",
Golden Rose Miss Beauty Lūpų aliejus Strawberry,"6,50€","4,88€"
Golden Rose Miss Beauty Glow Shine Lūpų blizgesys Nr. 01,"6,99€","5,24€"
Golden Rose Miss Beauty Glow Shine Lūpų blizgesys Nr. 02,"6,99€","5,24€"
Golden Rose Miss Beauty Glow Shine Lūpų blizgesys Nr. 03,"6,99€","5,24€"
Golden Rose Miss Beauty Glow Shine Lūpų blizgesys Nr. 04,"6,99€","5,24€"
"Golden Rose Just romance kūno losjonas, 250ml","9,90€","7,42€"
"Golden Rose Just Romance rankų kremas, 50ml","5,55€","4,16€"
"Golden Rose Love Whisper kūno losjonas, 250ml","9,90€","7,42€"
"Golden Rose Love Whisper rankų kremas, 50ml","5,55€","4,16€"
"Golden Rose Spring Breeze kūno losjonas, 250ml","9,90€","7,42€"
"Proto-Col ""Drėkinamasis veido gelis""","29,95€",
"Proto-Col ""Collagen veido kaukė""","29,95€",
EQUACARE Duetas namams,"27,99€",
EQUACARE Namų valiklio rinkinys,"16,39€",
EQUACARE Indų ploviklio rinkinys,"16,39€",
"EQUA gertuvė MISMATCH BRONZE, stiklinė, 1 vnt.","25,00€",
"EQUA gertuvė MISMATCH GOLD, stiklas, 1 vnt.","25,00€",
"EQUA gertuvė CINNAMON, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė PEPPER, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė GINGER, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė ACTIVE BLACK, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė MISMATCH GINKGO, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė MISMATCH ASH, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė VELVET WHITE, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė VELVET BLACK, stiklinė, 1 vnt.","23,00€",
"EQUA gertuvė TIMELESS DARK 600 ml., 1 vnt.","23,00€",
"EQUA gertuvė TIMELESS STEEL 600 ml., 1 vnt.","23,00€",
"EQUA gertuvė TIMELESS MATCHA 1000 ml., 1 vnt.","25,00€",
"EQUA gertuvė TIMELESS OFF-WHITE 1000 ml., 1 vnt.","25,00€",
"EQUA gertuvė TIMELESS STEEL 1000 ml., 1 vnt.","25,00€",
Olimp BCAA Xplode Braškių Skonio Milteliai 500g,"38,00€",
Olimp BCAA Xplode Ananasų Skonio Milteliai 500g,"38,00€",
Olimp BCAA Xplode Kolos Skonio Milteliai 500g,"38,00€",
Olimp BCAA Xplode Mojito Skonio Milteliai 500g,"38,00€",
Olimp BCAA Xplode Šaltos Persikų Arbatos Skonio Milteliai 500g,"38,00€",
Olimp Redweiler Vaisių Punšo Skonio 480g,"45,00€",
Olimp Redweiler Apelsinų Skonio 480g,"45,00€",
Golden Rose Nude lūpų daž. Matte mini(4vnt),"4,99€",
H DROP 5% kanapių CBD kūno aliejus JOYS OF SPRING (apelsininis),"29,50€",
"TICK TWISTER, erkių traukiklis, 1vnt.","6,24€",
"Maisto papildas „Hair Care Panda Bestie“ plaukų priežiūrai, 60 kapsulių","25,99€",
"URBAN FOOD milteliai AVIEČIŲ MILTELIAI, 50 g","8,50€",
"URBAN FOOD milteliai BRAŠKIŲ MILTELIAI, 50 g","7,99€",
"URBAN FOOD milteliai BRUKNIŲ MILTELIAI, 50 g","6,30€",
"ORTHOMOL AURINOR, milteliai ir kapsulės, 30 porcijų","69,95€",
"ORTHOMOL FERTIL PLUS, tabletės ir kapsulės, 30 porcijų","74,95€",
"ORTHOMOL OSTEO, 30 miltelių pakelių","51,95€",
"DRIU BEAUTY veido tonikas mišriai/riebiai odai, 120 ml","24,25€",
"EQUA gertuvė TIMELESS NAVY 600 ml., 1 vnt.","24,49€",
"EQUA gertuvė TIMELESS LATTE 600 ml., 1 vnt.","24,49€",
"EQUA gertuvė TIMELESS LATTE 1000 ml., 1 vnt.","23,29€",
"EQUA termo gertuvė TIMELESS OFF WHITE, nerūdijantis plienas, 1 vnt.","32,59€",
"EQUA termo gertuvė TIMELESS LATTE, nerūdijantis plienas, 1 vnt.","32,59€",
"EQUA termo gertuvė TIMELESS STEEL, nerūdijantis plienas, 1 vnt.","32,59€",
"EQUA termo gertuvė TIMELESS STEEL, nerūdijantis plienas, 1 vnt.","36,29€",
"EQUA termo gertuvė TIMELESS MATCHA, nerūdijantis plienas, 1 vnt.","32,59€",
"EQUA termo gertuvė TIMELESS LILAC, nerūdijantis plienas, 1 vnt.","32,59€",
"EQUA gertuvė TIMELESS FLWR PWR 600 ml., 1 vnt.","24,19€",
"EQUA gertuvė TIMELESS AVOCADO 600 ml., 1 vnt.","24,19€",
"SAPIENS, Vision PRO, 30 kapsulių","12,99€",
"UNDEVIT, N50","4,49€",
"SAPIENS, guminukai plaukams, 60 guminukų","14,99€",
"SAPIENS, guminukai miegui, su melatoninu, 60 guminukų","14,99€",
"EQUA termo puodelis MATCHA, nerūdijantis plienas, 1 vnt.","26,99€",
"EQUA termo puodelis BROWN GOLD, nerūdijantis plienas, 1 vnt.","26,99€",
"EQUA termo puodelis BROWN SILVER, nerūdijantis plienas, 1 vnt.","26,99€",
"AMARIN FORTE, 45 tabletės","8,49€",
KANAPŪKIS Chia sėklos 200 g,"3,89€",
KANAPŪKIS Chia sėklos 1 kg,"9,99€",
Noughty Frizz Magic glotninamasis nuo karščio apsaugantis serumas 75ml,"18,99€","13,29€"
"Kabrita® Ožkos pieno pagrindu pagaminti sausainiai nuo 6 mėn, 115 g.","5,69€",
Pierre Cardin kremas depil. 100ml,"4,29€","3,00€"
"Pierre Cardin vyr. dušo gelis  300ml, Aqua","4,99€","3,49€"
"Pierre Cardin vyr. dušo gelis  300ml, Energy","4,99€","3,49€"
"Pierre Cardin vyr. dušo gelis  300ml, Sport","4,99€","3,49€"
"Pierre Cardin vyr. pl. šampūnas  400ml, Aqua","5,99€","4,19€"
Victoria Beauty regeneruojantis kelių žingsnių rinkinys veidui (1 lakštas + sraigių sekreto serumas),"3,49€",
RAW POWDERS SPIRULINA 500 mg 120 kapsulių,,
"ELLIPS HAIR VITALITY, tepami vitaminai intensyviam maitinimui, 50 kapsulių",,
"ELLIPS SMOOTH & SILKY PRO KERATIN, tepami vitaminai drėgmės atstatymui su keratinu, 50 kapsulių",,
"RAW POWDERS SPIRULINA milteliai, 125 g",,
"VITAMINUM A+E, 30 kapsulių",,
"NORDAID D400+PROBIOTICS, gyvybingos bakterijos, suspencijos pavidalo lašai, 7,5 ml",,
"ELLIPS HAIR REPAIR PRO KERATIN, tepami vitaminai pažeistiems plaukams su keratinu, 50 kapsulių",,
"JAMIESON MULTI COMPLETE WOMEN 50+, 90 tablečių",,
"JAMIESON MULTI COMPLETE WOMEN, moterims, 90 tablečių (Galioja iki 2023.10.31)",,
"DEFENDYL IMUNOGLUKAN P4H JUNIOR, skystas maisto papildas, 120ml",,
"RAW POWDERS GABA, milteliai, 125 g",,
"WELLWOMAN, 30 kapsulių",,
"WELLWOMAN VEGAN, 60 tablečių",,
NOW EVE™ Multivitaminai Moterims 90 Kapsulių,,
"ROYAL GREEN BIO VITAMINŲ B KOMPLEKSAS, odai, plaukams, nagams, 60 kapsulių",,
"WELLWOMAN SPORT, 30 tablečių",,
"WELLMAN 50+, 30 tablečių",,
"GLUKOZIN, 30 tablečių",,
"WELLWOMAN 50+, 30 tablečių",,
"DOPPELHERZ AKTIV SPORT DIRECT, 20 paketėlių",,
"PREGNACARE NEW MUM, 56 tabletės ",,
"VITAKUR PLUS 1000, 30 kapsulių",,
"DOPPELHERZ AKTIV MEN ACTIVE, 30 kapsulių",,
"GLUREGUL, 60 KAPSULIŲ",,
"WELLMAN ORIGINAL, 30 tablečių",,
"PREGNACARE CONCEPTION, 30 tablečių",,
"PREGNAWISH, 30 paketėlių",,
"WELLWOMAN PLUS OMEGA 3-6-9, 28 tabletės ir 28 kapsulės",,
"WELLMAN PLUS OMEGA 3-6-9, 28 tabletės ir 28 kapsulės ",,
"PREGNACARE PLUS, 28 tabletės, 28 kapsulės ",,
"PREGNACARE BREAST FEEDING, 56 tabletės, 28 kapsulės",,
"ELEVIT BREASTFEEDING, 30 kapsulių",,
"SAPIENS, multivitaminai moterims (rytas + vakaras), 60 tablečių",,
"JAMIESON BABY-D, vitaminas D3, 400 TV (10 mcg), lašai kūdikiams, 11,4 ml",,
"ULTRA VITAMIN D3 2000IU EXTRA STRENGHT, tabletės N96",,
"DOPPELHERZ AKTIV HEIBER HOLUNDER (HOT ELDERBERRY), granulės paketėliuose, 10 vnt.",,
"ELLIPS HAIR REPAIR PRO KERATIN, tepami vitaminai pažeistiems plaukams su keratinu, 6 kapsulės",,
"ELLIPS NUTRI COLOR, tepami vitaminai dažytiems plaukams, 50 kapsulių",,
"ELLIPS SILKY BLACK PRO KERATIN, tepami vitaminai tamsiems plaukams su keratinu, 6 kapsulės",,
"ELLIPS SMOOTH & SHINY, tepami vitaminai plaukams apimčiai suteikti, 50 kapsulių",,
"ELLIPS HAIR TREATMENT, tepami vitaminai pažeistiems plaukams, 50 kapsulių",,
"RAW POWDERS BETAINAS HCL, 650 mg, 120 kapsulių",,
"RAW POWDERS MAGNIO BISGLICINATAS, 500 mg, 120 kapsulių",,
"ORTHOMOL IMMUN, kapsulės ir tabletės, 30 porcijų",,
"ELLIPS HAIR TREATMENT, tepami vitaminai pažeistiems plaukams , 8 kapsulės",,
"Haliborange Vitamin C Softies Blackcurrant, juodųjų serbentų skonio vitamino C guminukai, 30 guminukų",,
"FORTIVITUM purškiamas maisto papildas VITAMINAS D3, 13.5 ml",,
"NUTRIVIT, vitaminas D3, lašai visai šeimai, 50 ml",,
"VITAMINAI D3 IR K2 PLIUS OMEGA-3 1000, 60 kapsulių",,
"BIO VITAMIN C + ZINC, milteliai, 14 paketėlių",,
"VITAMIN C 1000 mg, 20 tablečių",,
"VITAMIN D3, 4000IU, 60kapsulių",,
"ASCOLIP, liposominis vitaminas C, skystas gelis, 5 ml x 30 vnt.",,
"SMART WAY VITAMINAS B12, purškiamas maisto papildas Vitaminas B12, 30 ml",,
"OILESEN D3 MAX, Vitaminas D3, 8400 TV, N12",,
"RAW POWDERS VITAMINO B KOMPLEKSAS, 60 kapsulių",,
"RAW POWDERS RIBOFLAVINAS (VITAMINAS B2) 100 mg, 60 kapsulių",,
"GAMTOS NAMAI B GRUPĖS VITAMINŲ KOMPLEKSAS, 90 tablečių ",,
"FOLICUM ACIDUM, folio rūgštis, 400 mcg, 30 tablečių",,
"NOBL NUTRITION, SPIRULINA TABLETĖS, 250G",,
NOW Alpha Lipoic Acid 100mg 120 Veg. Kapsulių,,
"RAW POWDERS CHLORELLA 500 mg, 120 kapsulių",,
"RAW POWDERS ALYVUOGIŲ LAPŲ EKSTRAKTAS milteliai, 100 g",,
Olimp Testoxeed 120 Kapsulių,,
Himalaya Asparagus (Shatavari) 60 Kapsulių,,
"FERTILOVIT F THY, maisto papildas, kapsulės, N90",,
"ORTHOMOL FLAVON M, 60 kapsulių, 30 porcijų",,
"ORTHOMOL SPORT, buteliukai, kapsulės ir tabletės, 30 dienos porcijų",,
NOW EVE™ Multivitaminai Moterims 180 Kapsulių,,
"VIRIDIAN SPORTS MULTI, 60 kapsulių",,
NOW Adam Men’s Multivitaminai 90 Minkštų Kapsulių,,
"SWANSON L-GLUTAMINAS, 500 mg, 100 kapsulių",,
"FOLICUM ACIDUM, folio rūgštis, 400 mcg, 270 tablečių",,
"JAMIESON VITA-VIM MULTI FOR KIDS, vaikams, 60 kramtomųjų tablečių",,
"VITAMAX, tirpiosios tabletės, apelsinų skonio, 20 vnt.",,
"RAW POWDERS BIOPERINAS 10 mg, 60 kapsulių",,
NOW Daily Vits™ 30 Veg. Kapsulių,,
"ŠVF/AC, CORDYCEPS+, maisto papildas, N60",,
"RAW POWDERS SEA MOSS 250 MG & BLADDERWRACK 250 MG, 180 kapsulių",,
"SWANSON ČESNAKAS, 400mg, kapsulės, 60 kapsulių",,
"RAW POWDERS REISHI milteliai, 125 g",,
"RAW POWDERS KORĖJOS ŽENŠENIO milteliai, 125 g",,
"WELLTEEN HER, 30 tablečių",,
"WELLKID SOFT JELLY, 30 želatininių pastilių",,
"ECHINACEA COMPOSITUM COSMOPLEX, tabletės, N50 ",,
"DOPPELHERZ AKTIV C + ZINC + SELEN + E DEPOT, 40 tablečių",,
"RAW POWDERS KORĖJOS ŽENŠENIS 200 mg, 120 kapsulių",,
"SUPERFOODS ODORLESS GARLIC, 50 kapsulių",,
"RAW POWDERS LION'S MANE 5:1 EKSTRAKTAS, 500 mg, 90 kapsulių",,
Himalaya Amla C 60 Kapsulių,,
"DR. THEISS ECHINACEA FORTE, 0,756 ml/ml, geriamieji lašai (tirpalas), 50 ml",,
"RAW POWDERS GINKMEDŽIO EKSTRAKTAS 3000 MG, KORĖJOS ŽENŠENIS 1000 MG, 90 kapsulių",,
"GALIUM-HEEL N, geriamieji lašai (tirpalas), 30 ml ",,
"DR. WOLZ IMMUN SELECT SU BETA-GLIUKANAIS, 120 kapsulių",,
"NATURA MEDIA SUPERPEPTAZĖ 120000 PC, 80 kapsulių",,
"COMPLIFLORA IMMUNO, 30 kapsulių",,
"IMMUNACE WITH ECHINACEA, 30 tablečių",,
"WELLKID, 30 kramtomųjų tablečių",,
"BERES DROPS PLUS, geriamieji lašai, 30 ml",,
"HEALTHILIFE, vitaminas D3, 400 TV, 120 tablečių",,
"LIFEPLAN VITAMIN C & ZINC, vitamino C ir cinko pastilės, 30 pastilių",,
"POWER C, 1000 mg, milteliai, 10 vnt.",,
"LIFEPLAN VEGAN VITAMIN D3, 2000TV, veganiškas vitaminas D3, 30 kapsulių",,
NOW C-1000 Su Bioflavonoidais 100 Veg. Kapsulių,,
NOW Vitaminas D-3 2000 TV 120 Kapsulių,,
"NOW Vitamin K-2 (MK7) 100mcg 60 Kapsulių, (60 porcijų).",,
NOW Vitamin D-3 & K-2 120 Kapsulių (120 porcijų),,
NOW Vitaminas D-3 2000 TV 240 Kapsulių,,
NOW Vitaminas D-3 2000 TV 30 Kapsulių,,
"SWANSON, vitaminas K2, N30",,
"LIFEPLAN VITAMINAS D3, 400TV, 60 tablečių",,
NOW Vitaminas D-3 5000 TV 240 Kapsulių,,
NOW Vitaminas D-3 5000 TV 120 Kapsulių,,
"GAMTOS NAMAI CUMINUKAI, 50 guminukų",,
"GAMTOS NAMAI VITAMINAS D3, 1600 IU, 180 kapsulių ",,
"GAMTOS NAMAI VITAMINAS D3, 4000 IU, 90 kapsulių",,
"GAMTOS NAMAI VITAMIN D3 FAMILY, apelsinų skonio, 60 guminukų",,
"GAMTOS NAMAI VITAMINAS D3 5000 PREMIUM, 30 kapsulių",,
"SWANSON VITAMINAS K2, 100 mcg, 30 kapsulių",,
"RAW POWDERS VITAMINAS D3, 4000IU, 120 minkštųjų kapsulių",,
"OMEGA 3 + VITAMINAI D IR E, 1000 mg, 60 kapsulių",,
"IMUNITETUI SU KVERCETINU, 30 kapsulių",,
"WELLKID IMMUNE, 30 kramtomųjų tablečių",,
"IMMUNACE EXTRA, 30 tablečių",,
"LIVOL EXTRA IMMUNE+, 60 kramtomųjų tablečių",,
"ALOE PURA ALOE VERA JUICE, tikrųjų alavijų sultys, 500 ml",,
"SWANSON UNA DE GATO (GAURUOTOJI UNKARIJA), 500 mg, 100 kapsulių",,
"DR. WOLZ ZELL OXYGEN IMMUNKOMPLEX, 250 ml",,
"SAPIENS, multivitaminai vaikams, 60 kramtomųjų tablečių",,
"ECOSH KURKUMINAS, 500 mg, 90 kapsulių",,
"LYSI CHILDREN'S OMEGA -3, Tutti frutti skonio su saldikliu, 60 kramtomosios kapsulės ",,
"DR. WOLZ ZELL OXYGEN PLUS, maisto papildas, 250 ml ",,
"SAMBUCUS KIDS, 60 guminukų",,
"JAMIESON KALCIS SU VITAMINU D3, 90 tablečių",,
"ISKIAL MAX, kapsulės, N120",,
"LIDONIUM, 715 mg, 42 tabletės",,
DENMAN D6 Palm Styler Black priemonių paskirstymo šepetys,,
Tonymoly Master lab skaistinanti veido kaukė su Vit. C,,
"JAMIESON VITA-VIM REGULAR MULTI, vitaminų ir mineralų kompleksas, 90 tablečių (Galioja iki 2023.09.30)",,
"ELGON I CARE, dažantis kondicionierius, C/8 Mocha, moka kavos spalva, 200 ml",,
"BIONIKE TRIDERM A.D. valomasis kremas- prausiklis sausai, atopiškai odai, 500ml",,
"CANPOL BABIES LUX, liemenėlė maitinančioms, 85D dydis, 26/765",,
"L'Oreal D/E REVITALIFT LASER, dieninis veido kremas, 50ml",,
"MICROLET CONTOUR M17C2S, adata-lancetas, 200 vnt.",,
DENMAN D90L Tangle Tamer Ultra Black plokščias šepetys,,
DENMAN D90L Tangle Tamer Ultra Pink plokščias šepetys,,
